EmployeeID,FirstName,LastName,StartDate,ExitDate,Title,Supervisor,ADEmail,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,TerminationType,TerminationDescription,DepartmentType,Division,DateOfBirth,EmployeeState,JobFunctionDescription,Gender,LocationCode,Race,MaritalStatus,Attrition,TenureYears,Age,PerformanceScore,CurrentEmployeeRating,SurveyDate,EngagementScore,SatisfactionScore,WorkLifeBalanceScore,Training_Date,Training_ProgramName,Training_Type,Training_Outcome,Training_Location,Training_Trainer,Training_DurationDays,Training_Cost,PerformanceScoreNumeric,Recruitment_ApplicationDate,Recruitment_EducationLevel,EducationLevelNumeric,Recruitment_YearsofExperience,Recruitment_DesiredSalary,Recruitment_JobTitle,Recruitment_Status,Recruitment_State,Recruitment_Country,BusinessUnit_BPC,BusinessUnit_CCDR,BusinessUnit_EW,BusinessUnit_MSC,BusinessUnit_NEL,BusinessUnit_PL,BusinessUnit_PYZ,BusinessUnit_SVG,BusinessUnit_TNS,BusinessUnit_WBL,EmployeeType_Contract,EmployeeType_Full-Time,EmployeeType_Part-Time,PayZone_Zone A,PayZone_Zone B,PayZone_Zone C,EmployeeClassificationType_Full-Time,EmployeeClassificationType_Part-Time,EmployeeClassificationType_Temporary,DepartmentType_Admin Offices,DepartmentType_Executive Office,DepartmentType_IT/IS,DepartmentType_Production,DepartmentType_Sales,DepartmentType_Software Engineering,Division_Aerial,Division_Billable Consultants,Division_Catv,Division_Corp Operations,Division_Engineers,Division_Executive,Division_Field Operations,Division_Fielders,Division_Finance & Accounting,Division_General - Con,Division_General - Eng,Division_General - Sga,Division_Isp,Division_People Services,Division_Project Management - Con,Division_Project Management - Eng,Division_Safety,Division_Sales & Marketing,Division_Shop (Fleet),Division_Splicing,Division_Technology / It,Division_Underground,Division_Wireless,Division_Wireline Construction,Division_Yard (Material Handling),Gender_Female,Gender_Male,Race_Asian,Race_Black,Race_Hispanic,Race_Other,Race_White,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,MaritalStatus_Widowed,JobFunctionDescription_Accountant,JobFunctionDescription_Accounting,JobFunctionDescription_Administration,JobFunctionDescription_Administrative,JobFunctionDescription_Administrator,JobFunctionDescription_Analyst,JobFunctionDescription_Apprentice,JobFunctionDescription_Assistant,JobFunctionDescription_Associate,JobFunctionDescription_Attendant,JobFunctionDescription_Billing,JobFunctionDescription_Business Development,JobFunctionDescription_Ceo,JobFunctionDescription_Cfo,JobFunctionDescription_Chief Operating Officer,JobFunctionDescription_Cio,JobFunctionDescription_Civil Hand,JobFunctionDescription_Clerical,JobFunctionDescription_Clerk,JobFunctionDescription_Construction Manager,JobFunctionDescription_Contracts,JobFunctionDescription_Controller,JobFunctionDescription_Coordinator,JobFunctionDescription_Cpo,JobFunctionDescription_Crew Leader,JobFunctionDescription_Director,JobFunctionDescription_Drafter,JobFunctionDescription_Driller,JobFunctionDescription_Driver,JobFunctionDescription_Electrician,JobFunctionDescription_Engineer,JobFunctionDescription_Estimator,JobFunctionDescription_Evp,JobFunctionDescription_Executive,JobFunctionDescription_Executive Assistant,JobFunctionDescription_Field Project Manager,JobFunctionDescription_Field Technician,JobFunctionDescription_Flagger,JobFunctionDescription_Foreman,JobFunctionDescription_General Manager,JobFunctionDescription_Generalist,JobFunctionDescription_Groundman,JobFunctionDescription_Helpdesk,JobFunctionDescription_Helper,JobFunctionDescription_Inspector,JobFunctionDescription_Intern,JobFunctionDescription_Labor,JobFunctionDescription_Laborer,JobFunctionDescription_Lineman,JobFunctionDescription_Locator,JobFunctionDescription_Manager,JobFunctionDescription_Mechanic,JobFunctionDescription_Model Assistant,JobFunctionDescription_Operator,JobFunctionDescription_Planner,JobFunctionDescription_Principal,JobFunctionDescription_Program Manager,JobFunctionDescription_Project Controls,JobFunctionDescription_Project Coordinator,JobFunctionDescription_Project Manager,JobFunctionDescription_Purchasing,JobFunctionDescription_Recruiter,JobFunctionDescription_Recruiting,JobFunctionDescription_Runner,JobFunctionDescription_Safety,JobFunctionDescription_Safety Manager,JobFunctionDescription_Services,JobFunctionDescription_Shop,JobFunctionDescription_Specialist,JobFunctionDescription_Splicer,JobFunctionDescription_Supervisor,JobFunctionDescription_Support,JobFunctionDescription_Svp,JobFunctionDescription_Technician,JobFunctionDescription_Tester,JobFunctionDescription_Top Hand,JobFunctionDescription_Tower Hand,JobFunctionDescription_Traffic,JobFunctionDescription_Vp,JobFunctionDescription_Warehouse,JobFunctionDescription_Warehouse Manager,JobFunctionDescription_Warehouse Technician,JobFunctionDescription_Welder
1310,Emmalee,Reynolds,2023-04-03,2023-07-21,Production Technician I,Adam Vang,emmalee.reynolds@bilearner.com,EW,Active,Part-Time,Zone B,Full-Time,Voluntary,Again kind talk lead.,Production,General - Con,1988-02-11,MA,Technician,Female,21439,Asian,Single,0,0.3,38.0,Fully Meets,3,2023-04-24,3,4,3,2022-10-16,Project Management,Internal,Incomplete,Williamsshire,Samuel Ward,4,350.59,3,2023-08-01,High School,1,18,99600.79,Magazine features editor,Offered,NV,Burkina Faso,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1311,Moshe,Taylor,2023-05-26,2023-06-12,Production Technician I,Anna Townsend,moshe.taylor@bilearner.com,MSC,Active,Full-Time,Zone C,Part-Time,Resignation,Hold parent PM claim star seek.,Production,Engineers,1987-02-22,MA,Specialist,Male,32645,Asian,Single,0,0.05,39.0,Fully Meets,3,2023-03-09,5,2,3,2022-10-17,Leadership Development,Internal,Incomplete,New Jacobton,Christopher Brown,1,546.94,3,2023-07-26,High School,1,9,36406.68,"Scientist, water quality",Interviewing,WA,Mexico,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1312,Irene,Melton,2021-04-10,,Production Technician I,Edgar Moore,irene.melton@bilearner.com,TNS,Active,Full-Time,Zone B,Full-Time,N/A - Active,N/A - Active,Production,General - Eng,1997-08-09,MA,Technician,Female,47354,Black,Widowed,0,5.29,29.0,Fully Meets,3,2022-09-25,2,5,2,2023-04-29,Communication Skills,Internal,Completed,West Davidview,Christopher Mcfarland,4,514.37,3,2023-07-27,High School,1,3,97460.94,"Civil engineer, contracting",In Review,OR,Mauritania,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1313,Eddie,Whitney,2023-04-18,,Production Technician I,Gary Nelson,eddie.whitney@bilearner.com,PYZ,Active,Contract,Zone C,Part-Time,N/A - Active,N/A - Active,Production,Field Operations,1957-12-04,MA,Operator,Female,64005,Hispanic,Single,0,3.27,69.0,Fully Meets,3,2023-07-18,5,4,1,2022-10-25,Leadership Development,Internal,Incomplete,West Christopher,Gregory Woodward,5,786.98,3,2023-05-06,PhD,4,19,66136.13,Museum/gallery curator,Applied,AK,Armenia,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1314,Marcel,Gomez,2021-10-13,2023-06-21,Production Technician I,Andrea Fowler,marcel.gomez@bilearner.com,WBL,Active,Contract,Zone C,Full-Time,Retirement,Nation local peace nation blue official six.,Production,General - Con,1996-08-30,MA,Technician,Female,91553,White,Divorced,0,1.69,30.0,Fully Meets,3,2023-03-28,5,5,3,2023-03-18,Project Management,Internal,Passed,New Dennis,Douglas Green,4,852.21,3,2023-06-27,PhD,4,9,87425.83,"Administrator, charities/voluntary organisations",In Review,MS,Netherlands,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1315,Amy,Foster-Baker,2020-10-10,,Sr. Accountant,Gina Williams,amy.foster-baker@bilearner.com,NEL,Active,Part-Time,Zone A,Temporary,N/A - Active,N/A - Active,Admin Offices,Splicing,1956-12-21,MA,Tester,Female,2050,Asian,Widowed,0,5.79,70.0,Fully Meets,3,2022-11-29,5,1,1,2023-07-29,Communication Skills,External,Failed,Port Kelly,Gregory Davis,4,761.63,3,2023-05-12,Master's Degree,3,8,88611.74,"Accountant, chartered certified",Offered,GU,Czech Republic,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1316,Janet,King,2019-01-20,2021-09-15,President & CEO,Michael West,janet.king@bilearner.com,CCDR,Active,Part-Time,Zone A,Full-Time,Involuntary,Upon writer black.,Executive Office,Aerial,1955-10-24,MA,Foreman,Female,1902,Asian,Single,0,2.65,71.0,Fully Meets,3,2023-07-20,3,4,3,2023-04-20,Technical Skills,External,Passed,South Micheleton,Susan Wilson,5,202.62,3,2023-07-16,PhD,4,8,74162.8,Nutritional therapist,Rejected,NH,Kenya,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1317,Bonalyn,Boutwell,2021-05-09,2022-10-27,Sr. Accountant,Leslie Allen,bonalyn.boutwell@bilearner.com,MSC,Active,Full-Time,Zone A,Part-Time,Involuntary,Everything discover represent full.,Admin Offices,Aerial,1950-11-23,MA,Lineman,Female,2468,Black,Widowed,0,1.47,76.0,Fully Meets,3,2023-05-05,4,2,2,2022-08-20,Communication Skills,External,Passed,West Jacob,Joseph Flowers,5,414.75,3,2023-07-15,PhD,4,16,67699.16,Health promotion specialist,In Review,MO,Ethiopia,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1318,Nan,Singh,2023-07-29,2023-08-04,Administrative Assistant,Donald Decker,nan.singh@bilearner.com,WBL,Active,Contract,Zone B,Temporary,Retirement,Effort off over always. Form house mean treat.,Admin Offices,Field Operations,1984-05-14,MA,Laborer,Female,2330,White,Divorced,0,0.02,42.0,Fully Meets,3,2023-05-21,5,4,2,2022-10-17,Communication Skills,External,Completed,Angelastad,Mindy Saunders PhD,4,344.55,3,2023-06-17,High School,1,12,81696.84,Marine scientist,In Review,OK,Vietnam,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1319,Tyrone,Steans,2019-08-24,2022-12-14,Accountant I,Donald Richardson,tyrone.steans@bilearner.com,EW,Active,Part-Time,Zone C,Temporary,Involuntary,Value class especially.,Admin Offices,Finance & Accounting,1964-07-23,MA,Intern,Male,2703,Asian,Married,0,3.31,62.0,Fully Meets,3,2023-06-14,4,2,5,2023-05-19,Project Management,Internal,Failed,Lake Kenneth,Stephen Parker,1,777.46,3,2023-05-15,PhD,4,8,85674.51,Charity officer,Applied,VT,Trinidad and Tobago,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1320,Estelle,Howard,2018-12-25,,Administrative Assistant,James Bell,estelle.howard@bilearner.com,WBL,Active,Part-Time,Zone B,Full-Time,N/A - Active,N/A - Active,Admin Offices,Wireline Construction,1983-09-06,MA,Billing,Female,2170,White,Widowed,0,7.58,43.0,Fully Meets,3,2023-01-12,5,1,5,2022-08-25,Leadership Development,External,Completed,Matthewhaven,Michael Cummings,3,948.71,3,2023-06-20,Bachelor's Degree,2,3,33504.09,"Education officer, environmental",In Review,IN,British Indian Ocean Territory (Chagos Archipelago),False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1321,William,LaRotonda,2021-05-27,2021-08-24,Accountant I,Adrienne Roth,william.larotonda@bilearner.com,TNS,Active,Contract,Zone A,Full-Time,Involuntary,Actually scene law break four summer ability.,Admin Offices,Project Management - Con,1958-03-16,MA,Vp,Male,1460,Black,Single,0,0.24,68.0,Fully Meets,3,2023-04-30,1,5,5,2023-01-19,Customer Service,Internal,Passed,New Kimberly,Dustin Morgan,5,308.77,3,2023-06-28,PhD,4,4,84315.31,Petroleum engineer,Interviewing,MH,Bouvet Island (Bouvetoya),False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1322,Mia,Brown,2023-02-02,2023-06-23,Accountant I,Jessica Blackwell,mia.brown@bilearner.com,TNS,Active,Full-Time,Zone B,Full-Time,Resignation,Public evidence bag trouble interesting.,Admin Offices,Executive,1985-05-18,MA,Ceo,Female,1450,Hispanic,Widowed,0,0.39,41.0,Fully Meets,3,2023-01-17,1,5,2,2023-02-24,Customer Service,External,Incomplete,Goodmouth,Lynn Cuevas,1,891.25,3,2023-06-12,Bachelor's Degree,2,18,43834.42,Press photographer,Interviewing,MA,Syrian Arab Republic,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1323,Leigh Ann,Smith,2022-12-06,,Administrative Assistant,Mary Walker,leigh ann.smith@bilearner.com,PL,Active,Full-Time,Zone B,Temporary,N/A - Active,N/A - Active,Admin Offices,Aerial,1953-03-19,MA,Foreman,Female,1844,Black,Divorced,0,3.64,73.0,Fully Meets,3,2023-05-02,5,1,5,2023-03-30,Customer Service,Internal,Passed,East Lindsay,Michael Kramer,2,659.9,3,2023-07-26,Master's Degree,3,7,84081.61,Systems analyst,Interviewing,OR,French Polynesia,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1324,Peter,Foley,2021-07-23,,Accountant I,Derrick Garcia,peter.foley@bilearner.com,MSC,Active,Part-Time,Zone A,Part-Time,N/A - Active,N/A - Active,Admin Offices,General - Con,1986-10-28,MA,Helper,Female,11194,Hispanic,Single,0,5.01,40.0,Fully Meets,3,2022-11-16,5,3,3,2022-09-30,Project Management,Internal,Failed,Lake Theresa,Paul Torres,2,858.72,3,2023-05-15,Master's Degree,3,17,99154.39,Financial planner,Applied,WV,Zambia,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1325,Maximus,Carney,2019-11-16,,Accountant I,Jesus Golden,maximus.carney@bilearner.com,TNS,Active,Contract,Zone B,Temporary,N/A - Active,N/A - Active,Admin Offices,Engineers,1982-05-02,MA,Drafter,Female,60432,Black,Divorced,0,6.69,44.0,Fully Meets,3,2022-12-17,1,5,3,2023-03-28,Project Management,External,Failed,Victorville,Robert Chapman,5,380.24,3,2023-05-17,PhD,4,18,74232.66,Architect,Offered,KS,Isle of Man,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1326,Jaida,Sweeney,2020-03-08,2021-11-07,Sr. Network Engineer,Mark Greene,jaida.sweeney@bilearner.com,PYZ,Active,Full-Time,Zone A,Temporary,Retirement,Alone need gun surface. Bar involve wait often.,Admin Offices,General - Eng,1977-11-17,MA,Billing,Male,86677,White,Widowed,0,1.67,49.0,Fully Meets,3,2023-03-04,5,3,1,2023-05-01,Leadership Development,External,Passed,Flemingport,Bryan Jones,5,505.4,3,2023-06-28,High School,1,8,36755.45,Animator,Applied,ND,Saint Kitts and Nevis,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1327,Rhys,Lawson,2019-01-14,,Sr. Network Engineer,Lisa Mills,rhys.lawson@bilearner.com,WBL,Active,Part-Time,Zone B,Temporary,N/A - Active,N/A - Active,Admin Offices,Engineers,1960-02-20,MA,Engineer,Male,93156,White,Single,0,7.53,66.0,Fully Meets,3,2023-03-23,5,3,4,2023-07-02,Leadership Development,Internal,Passed,Abbottton,Belinda Gonzalez,3,609.01,3,2023-07-14,PhD,4,17,43520.07,Hydrogeologist,Offered,IA,Syrian Arab Republic,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1328,Skyler,Robles,2020-02-29,2021-09-23,Sr. Network Engineer,Robert Sawyer,skyler.robles@bilearner.com,NEL,Active,Part-Time,Zone C,Full-Time,Voluntary,Draw interest over. Vote late marriage kind.,IT/IS,Executive,1975-12-24,MA,Vp,Male,66733,Asian,Single,0,1.57,51.0,Fully Meets,3,2022-11-07,1,4,3,2023-03-24,Customer Service,Internal,Failed,West Erinhaven,Jonathan Rodriguez,3,656.38,3,2023-07-11,Master's Degree,3,12,99498.29,Public relations account executive,Applied,IN,Sao Tome and Principe,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1329,Allyson,Keller,2022-11-25,2023-04-12,Software Engineer,Desiree Bender,allyson.keller@bilearner.com,PL,Active,Contract,Zone B,Part-Time,Resignation,Finish join stage start page your seem.,Software Engineering,Field Operations,1958-11-01,MA,Laborer,Male,77070,Black,Widowed,0,0.38,68.0,Fully Meets,3,2023-05-23,3,2,5,2023-06-11,Project Management,External,Passed,Port Victoria,Sandra Bates,5,692.63,3,2023-07-03,High School,1,1,30319.73,Metallurgist,Applied,WY,Nicaragua,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1330,Eddie,Bauer,2022-09-15,2023-05-05,Accountant I,Jeremy Smith,eddie.bauer@bilearner.com,MSC,Active,Full-Time,Zone A,Part-Time,Retirement,Figure yard develop TV enjoy late standard.,Admin Offices,General - Con,1990-03-01,MA,Associate,Female,66991,White,Divorced,0,0.64,36.0,Fully Meets,3,2022-09-25,3,5,2,2022-11-20,Project Management,Internal,Incomplete,East Michellechester,Lisa Jenkins,3,633.72,3,2023-07-04,Master's Degree,3,17,77256.28,Archivist,Offered,DC,Djibouti,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
